,range,azimuth,elevation,useless_feature,x,y,z,feat1,feat2,feat3,neighbours,class
0,273763.2004648317,0.5,0.3,-0.8793394796582232,2388.971539125151,273749.0238656902,1776.4142160075266,0.7139280029475776,0.39102463480454347,1.0,1,1.0
1,9107.879115627138,2.5,0.3,0.7218414619191134,397.274661403782,9099.085703124612,390.68852563036546,0.5075874773723945,0.3711554040790362,1.0,1,0.0
2,21203.971570635946,4.5,0.3,-0.12744197740614668,1663.6216304447398,21138.31703995964,454.02322822629884,0.5186146556044388,0.3720546525442467,1.0,1,0.0
3,4274.72754521211,6.5,0.3,0.6979033864227041,483.90626274195887,4247.19075937009,365.3823188159036,0.5036380313835925,0.3707963467095396,1.0,2,0.0
4,93856.03464769373,8.5,0.3,-0.048663014478166136,13872.615047254596,92823.83471521355,834.4268027757873,0.5873141994649175,0.3774742212910537,1.0,1,1.0
5,38844.54295307893,10.5,0.3,-0.3364327310450945,7078.758662354229,38193.5639355926,546.3886219503456,0.5372027291223915,0.3733676768106884,1.0,1,0.0
6,4816.385332732565,12.5,0.3,1.3869308312291047,1042.4422922568833,4702.15331226009,368.21841940036745,0.5044801944123564,0.37083657965550887,1.0,2,0.0
7,5621.417097980584,14.5,0.3,1.0236295064164145,1407.4711422534422,5442.287096443469,372.43353660634995,0.505397560902782,0.37089637865371416,1.0,2,0.0
8,2418.96839035757,16.5,0.3,0.09204050854321519,687.0147236583587,2319.3228375577783,355.6656310012595,0.5022088789050871,0.37065851929282556,1.0,9,1.0
9,214055.16631961317,18.5,0.3,-2.012770763211312,67919.76996061578,202990.79515424886,1463.785108777997,0.7105703989966599,0.38650768413097775,1.0,1,1.0
10,28525.136390966174,20.5,0.3,-0.9492771752368293,9989.576379030992,26718.335698579984,492.3565824294093,0.5301430323651413,0.3725993540685478,1.0,1,1.0
11,13081.894663534797,22.5,0.3,-0.26227798793637747,5006.155727595308,12085.929052912341,411.496327304709,0.5138969102801499,0.37145074247443227,1.0,1,0.0
12,45729.63602266316,24.5,0.3,0.47206089205417207,18963.511097046365,41611.62730219406,582.4387202386463,0.5498279741370634,0.37388065653700786,1.0,1,0.0
13,68745.38025672405,26.5,0.3,1.2888736878322766,30673.61785982462,61521.759656520306,702.9483246013928,0.5756581865025286,0.37559751781443484,1.0,1,1.0
14,2640.8971111937885,28.5,0.3,-0.16852809424283302,1260.1099180386568,2320.8337602456054,356.8276417567111,0.5026867375041628,0.3706750008525217,1.0,4,1.0
15,172644.83298548684,30.5,0.3,0.7259579107084969,87622.67478066772,148753.7833918438,1246.962101193483,0.6864909869910312,0.3833863455815843,1.0,1,1.0
16,10199.03634652195,32.5,0.3,0.7091191816936073,5479.86311686383,8601.66209911925,396.4017854257226,0.5114022923246012,0.37123648643811596,1.0,1,0.0
17,5087.10410514488,34.5,0.3,-0.06609979750372208,2881.3279959673137,4192.358248699124,369.63589310120466,0.5055864761465632,0.3708566886207349,1.0,2,0.0
18,17908.13406544465,36.5,0.3,0.5455848835239705,10652.020193065633,14395.37909836074,436.76634225488107,0.5204973667914001,0.37180954508735253,1.0,1,1.0
19,3838.5624738578954,38.5,0.3,1.5630599058063979,2389.528568109067,3004.049123302194,363.0985742777644,0.5041919677084774,0.37076395079394286,1.0,1,0.0
20,16580.189449062647,40.5,0.3,1.120924830179161,10767.824073946953,12607.502144956945,429.8132722733766,0.5191119446848986,0.37171080607621554,1.0,1,1.0
21,46498.71362367685,42.5,0.3,-0.8245553499795704,31413.644974505456,34281.977810249795,586.4655827411088,0.5540456580186005,0.3739379749523074,1.0,1,0.0
22,4842.202486314231,44.5,0.3,-0.05282187606634364,3393.8980589208354,3453.6557557515875,368.35359708275126,0.5053991236501764,0.3708384973319638,1.0,2,0.0
23,4746.685300028816,46.5,0.3,-0.5411898475579018,3443.0766664116686,3267.357756907462,367.85347255008185,0.5052852872583145,0.3708314024160349,1.0,2,0.0
24,143634.88981645086,48.5,0.3,2.308377822927103,107574.69780537437,95174.05297538555,1095.0670880088733,0.6619908897565531,0.3812053912395363,1.0,1,0.0
25,104456.58270330558,50.5,0.3,-0.05151032327877459,80600.16224831645,66441.64644408094,889.9308889881961,0.6194402201890306,0.3782675855804137,1.0,1,1.0
26,7219.682164435969,52.5,0.3,1.1669400029578367,5727.680446293693,4395.003784960528,380.8019946873318,0.5081175218879299,0.3710151119681658,1.0,1,1.0
27,42203.91990846933,54.5,0.3,-0.8567839317685592,34358.39515011644,24507.605084644147,563.9781981848741,0.5484326801822496,0.37361793454865155,1.0,1,1.0
28,2596.6138886214926,56.5,0.3,0.18716747936985767,2165.2498259884246,1433.1475962032216,356.5957764049839,0.5027014750839915,0.37067171213030453,1.0,9,1.0
29,214210.93775212835,58.5,0.3,-1.3223584943651254,182642.3455210177,111923.37328300545,1464.600722364615,0.7265132858809152,0.38651944333710503,1.0,1,1.0
30,51651.56204358804,60.5,0.3,0.7290639339916634,44954.614993643416,25434.09741731522,613.4457106965514,0.5578853462006538,0.374322101665334,1.0,1,0.0
31,53279.959676769504,62.5,0.3,1.4327209661351015,47259.25359755801,24601.610256557775,621.9719418070588,0.5590883444597471,0.3744435259404342,1.0,1,1.0
32,13491.977691876778,64.5,0.3,0.07306783987702584,12177.493593107227,5808.366493500755,413.64350720898665,0.5146393285251254,0.3714812242399349,1.0,1,1.0
33,5397.743785998992,66.5,0.3,1.332491992885571,4949.987463766555,2152.3158051471846,371.2623912347605,0.5056089654325406,0.3708797634588525,1.0,3,0.0
34,5967.636923549191,68.5,0.3,1.6596239330531866,5552.318122162034,2187.1162722663107,374.24633109074756,0.5061373484571974,0.37092209761212924,1.0,1,0.0
35,18155.070621680938,70.5,0.3,-1.1521961614476264,17113.4882510268,6060.204030474482,438.0592931319896,0.5189372979319958,0.37182790717756853,1.0,1,0.0
36,47951.960555324025,72.5,0.3,1.0802534377561008,45731.970712090406,14419.234978571247,594.0747311133349,0.5494685790728081,0.37404629333224637,1.0,1,0.0
37,42024.329085846475,74.5,0.3,-0.16912779286576024,40495.368174685966,11230.359515580083,563.037867133166,0.5425325376994669,0.373604554166528,1.0,1,0.0
38,55052.435205117785,76.5,0.3,-0.36335263627588427,53530.59824384413,12851.559599198341,631.2525595655667,0.5545741384419568,0.37457571159973657,1.0,1,0.0
39,3810.8276574654083,78.5,0.3,-0.13595481116341135,3734.2729774109744,759.746423930047,362.9533557822623,0.5034425006411873,0.3707618908453541,1.0,2,0.0
40,253494.76259797232,80.5,0.3,-0.27396387952965157,250014.80722738264,41838.13015041834,1670.2894084172758,0.7245761128559867,0.38948917723697873,1.0,1,0.0
41,5742.561432175657,82.5,0.3,-0.4692746744447691,5693.354978882811,749.5444026215582,373.06784395857676,0.5050580204010657,0.3709053777838697,1.0,2,0.0
42,64527.4656163703,84.5,0.3,-2.2396595772448826,64229.51351045568,6184.59872211273,680.8634761004854,0.5578508002677481,0.3752826465720191,1.0,1,0.0
43,64190.58668673791,86.5,0.3,-0.02111550168371342,64069.98003567574,3918.687851971151,679.0995902093629,0.5558571835262557,0.3752575027915087,1.0,1,1.0
44,8087.61474118657,88.5,0.3,1.3891155307645677,8084.73249257566,211.70617095844327,385.3464582673087,0.5065921948282446,0.3710795962342254,1.0,2,0.0
45,34490.8643250538,90.5,0.3,-1.7607834769287256,34489.07824439449,-300.9816260639681,523.5929181203816,0.5280243518787426,0.37304344914141596,1.0,1,1.0
46,272778.61560593854,92.5,0.3,2.193842508839216,272515.2551837766,-11898.272998277434,1771.2589652973986,0.7032493037114943,0.39094999634914396,1.0,1,1.0
47,2950.667559699108,94.5,0.3,1.0522588454842283,2941.531314011903,-231.50353509079923,358.4495886211276,0.5019596384579974,0.3706980064909297,1.0,3,0.0
48,16580.718366903315,96.5,0.3,0.8395048025149618,16473.909292886972,-1876.9648763912078,429.81604166806005,0.5118037467820151,0.3717108454016462,1.0,1,0.0
49,35645.024630194566,98.5,0.3,0.566825518965336,35253.01156300448,-5268.597878663402,529.6360597337589,0.5245259490378582,0.3731293908010556,1.0,1,0.0
50,125466.29796163003,100.5,0.3,-0.5435580877168215,123363.66214291628,-22864.103320824594,999.936998189207,0.5821645405336605,0.37984191433688425,1.0,1,1.0
51,3586.9776781347077,102.5,0.3,-1.0418396115209274,3501.9039808999137,-776.3534216535743,361.78128538682273,0.5019697975374333,0.3707452650033386,1.0,5,0.0
52,15389.048501907087,104.5,0.3,1.284569795022179,14898.666764748383,-3853.0572088226136,423.5765013559472,0.5088507695916741,0.37162224818142914,1.0,2,0.0
53,61036.36572913832,106.5,0.3,0.2960446691879995,58522.06978868113,-17335.02682452001,662.5842033590658,0.5337191250923125,0.3750221124728205,1.0,1,1.0
54,124253.71958136524,108.5,0.3,0.7613308955988254,117831.12630430052,-39425.74335307658,993.5879816473791,0.5641542514508795,0.37975098260716583,1.0,1,1.0
55,46188.9286844478,110.5,0.3,-0.05384796713347381,43263.291899269585,-16175.482025215948,584.843560003787,0.5220714523622938,0.3739148866330674,1.0,1,0.0
56,291500.4053493205,112.5,0.3,0.7039385188008952,269307.5665688879,-111550.8465225285,1869.2855792531886,0.6270600235068298,0.39237010998013405,1.0,1,0.0
57,64153.06550253142,114.5,0.3,-1.806220733075633,58376.00480051045,-26603.478080688812,678.9031306459457,0.5258881821002052,0.3752547023480535,1.0,1,1.0
58,6280.461495359933,116.5,0.3,-0.07523685023752012,5620.523753110976,-2802.289770928579,375.8842692343279,0.5020352801861793,0.37094533643167604,1.0,2,0.0
59,4438.9755459881335,118.5,0.3,-0.13355410373221105,3900.9941979060914,-2118.067034009585,366.24231540734985,0.5011805685131897,0.37080854643881644,1.0,3,0.0
60,4014.656001121894,120.5,0.3,-1.74467787593127,3459.0972626088055,-2037.5640038536878,364.0205936174658,0.5008812596417429,0.370777029901799,1.0,3,1.0
61,102790.22497569534,122.5,0.3,-0.16184964853093387,86691.20809976285,-55228.39055383261,881.2059001962224,0.5254626306128226,0.37814282904464785,1.0,1,0.0
62,9401.607919203712,124.5,0.3,-1.3292206700647151,7748.005092179288,-5325.056367003158,392.2264790221385,0.5016922620767945,0.3711772299395422,1.0,1,1.0
63,17512.791442442274,126.5,0.3,-2.796913476665418,14077.584574874287,-10416.86461582843,434.69634257982204,0.5026883271081845,0.3717801483599643,1.0,1,0.0
64,16045.406639025734,128.5,0.3,0.660826785086152,12557.093983818506,-9988.363563702744,427.01316882235835,0.5017847567959036,0.3716710454501268,1.0,1,0.0
65,8815.187618992391,130.5,0.3,-0.7444657441600148,6703.029368637738,-5724.9279178478655,389.15600354022183,0.5004907877150849,0.37113365581997837,1.0,1,1.0
